name,address,website,contain_keyword,phone_number,reviews_count,reviews_average
Rabana Group,"Jl. Tomang Raya No.48A, RT.1/RW.3, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",rabanagroup.co.id,Yes,(021) 5669808,26,4.4
Sky Connectiva Universe,"Indonesia, Jl. Gelong Baru Tengah No.31, RT.3/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",skyconnectiva.com,Yes,0812-8559-9607,1,5.0
PT. Hilmanda Group,"Jl. Mandala Raya No.3, RT.11/RW.1, 5, Tomang, Jakarta Barat, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11440",,,(021) 29528079,,
Promogo HQ,"Graha Sukandamulia 2nd Floor, Jl. Tomang Raya Terusan Kav 71-73, Tomang, RT.2/RW.13, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5636225,16,4.3
PT. iLab Solusi Pratama,"SOHO at Podomoro City, Jl. Letjen S. Parman No.Kavling 28, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,No,(021) 27893357,,
PT. Ultima Tekno Solusindo,"Jl. Tomang Utara No.27 B 5, RT.5/RW.10, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 56963765,13,4.5
Prada Cipta Areco. PT,"Jl. Mandala Raya No.22, RT.1/RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5633952,9,4.6
PT. Jaga Citra Inti,"Jagat, Jl. Tomang Raya No.28, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",jagacitra.com,Yes,(021) 5671966,89,4.4
Monster Mac,"Jl. Mandala Utara No.603, RT.4/RW.15, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5602766,18,5.0
PT. Mobile Data Indonesia,"The Victoria Lt. 9, Jl. Tomang Raya Kav 35-37, Tomang, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,(021) 29337075,,
Kantan Otomasi,"Jl. Pulo Macan Raya No.3, RT.5/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 14440",,,0882-1193-7197,3,5.0
PT. JAGAT BAJA PRIMA UTAMA (OFFICE),"Jl. Tomang Raya No.28 5, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",jagatbaja.com,Yes,(021) 56969178,11,5.0
Business Hotel,"Jl. Tomang Raya No.51, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Jakarta, Daerah Khusus Ibukota Jakarta 11439",,No,(021) 29706666,1246,3.8
"VEELABS INDONESIA, PT","Jl. Gelong Baru Tengah No.19 3, RT.3/RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 56944420,5,4.8
Muma food,"5, Jl. Mandala Barat III No.36, RT.5/RW.4, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,0813-8139-1395,2,5.0
Arsitekturindo,"Jl. Gelong Baru Timur No.32, RT.5/RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0821-2585-7241,,
PT Lelco Trindo Graha Nusantara (Lelco Building),"Jl. Tomang Raya No.14 5, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,No,(021) 56964528,23,4.5
Harlindo Offset,"Jl. Tomang Utara II No.331 1, RT.1/RW.15, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5601165,,
Imajindo Grafika Mediatama. PT,"Jl. Tomang Raya No.40-b 5, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,(021) 56969181,1,3.0
PT. FAJAR FUTURA ENERGI GROUP,"Gedung Griya Sinta, Jl. Tomang Raya No.39 Lt. 5 Unit 5A, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 29321626,,
Garudadi,"5, Jl. Tomang Raya No.12E, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,,1,5.0
FCS Solutions,"Total Building, 3rd Floor Suite 302, Jl. Letjen. S. Parman No.106A, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 56951542,1,5.0
PT. INDOJAYA SUKSES SENTOSA,"Jl. Mandala Utara No.1A 7, RT.7/RW.6, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,,
Torabika Eka Semesta,"Jl. Tomang Raya 21-23 Tomang Grogol Petamburan Jakarta Barat DKI Jakarta, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5655306,20,2.9
Suci computer pusat tomang,"Jl. Rawa Kepa XIV No.144 A 2, RT.2/RW.13, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0813-9864-3283,3,5.0
Rennfood,,,No,0818-1890-0078,,
Mychael Go,"Raya Jl. Mandala Utara No.10, RT.2/RW.2, Tomang, Grogol petamburan, West Jakarta City, Jakarta 11440",,No,,1,5.0
Pt Dwi Cermat Indonesia,"Jl. Tomang Raya No.38 5, RT.5/RW.1, Jatipulo, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,,6,3.0
Indoverse Sarana Konstruksi,"Jl. Buni Jl. Tomang Asli No.22, RT.14/RW.2, Jatipulo, Kec. Palmerah, Jakarta, Daerah Khusus Ibukota Jakarta 11480",,,(021) 5668188,,
3D Networks Indonesia. PT,"Total Building, Jl. Letjen S. Parman No.12 Lantai 3, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,(021) 56951536,9,4.2
Ark Technology ID,"Jalan Mandala Selatan III No.45, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0812-8907-7792,,
Tomang Park Marketing Gallery,"Jl. Tawakal Ujung Raya No.6B 4, RT.6/RW.8, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 56980848,18,4.6
Tomang Record,"I, Jl. Tomang Utara No.21-22, RT.2/RW.15, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,,
PT Satu Media Kreasi (1MediaKreasi),"1, Jl. Mandala Raya No.31C, RT.1/RW.4, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 21253209,11,4.7
KRISTAL PURNAMA tomang,"Jl. Gelong Baru Utara II No.10, RT.1RT.1/RW.8, TomangKec, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,,
PT. Delima Mustika,"Jl. Mandala Utara No.20, RT.2/RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5644428,1,5.0
Remaja Bangun Kencana Kontraktor,"Jl. Tomang Raya No.40A 1, RT.1/RW.3, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,(021) 5669808,1,5.0
PT Milenia Multivisi,"Jl. Pulo Macan IV No.2, RT.9/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5601708,13,4.5
pbx - pabx jakarta,"ADDRESS : Wisma Lumbini 4fl, Jl.Raya Tomang 53,, Jakarta-Barat 11440 Indonesia, RT.12/RW.5, Tomang, jakarta, West Jakarta City, Jakarta 11440",,,(021) 5658340,,
Kantor Tomting,"Jl. Tomang Tinggi Raya No.4 6, RT.6/RW.7, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 29334651,,
HOYA,"Wisma Lumbini, Jl. Tomang Raya No.53 Mezzanine Floor, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,0812-2000-1263,1,5.0
